Created by BABINA on Tue Sep 19 08:50:31 ADT 2023
Source File C:\Users\BabinA\Desktop\BW Aud files for characterization\EMB_2015_05\AMAR387.1.20160109T041700Z.wav null
Absolute Start Time,Relative Start Time,Duration,Type,Species,Call Type,User Comment,Analysis Method,Start Time90,Stop Time90,Start Time90,Stop Time90,Centroid Time,Fmin,Fmax,Fmin90,Fmax90,Fmin90,Fmax90,Centroid Freq,RMS SPL,RMS SPL T90,RMS SPL T90 BandLimited,PkPk SPL,SEL,SEL T90,SEL T90 BandLimited,Peak SPL,Peak +SPL,Peak -SPL,Peak SPL Time,Peak SPL Freq,3dB Down Freq (upwards),10dB Down Freq (upwards),3dB Down Freq (downwards),10dB Down Freq (downwards),DeciDecade SPL(1.00 Hz),DeciDecade SPL(1.26 Hz),DeciDecade SPL(1.58 Hz),DeciDecade SPL(2.00 Hz),DeciDecade SPL(2.50 Hz),DeciDecade SPL(3.16 Hz),DeciDecade SPL(3.98 Hz),DeciDecade SPL(5.00 Hz),DeciDecade SPL(6.31 Hz),DeciDecade SPL(7.94 Hz),DeciDecade SPL(10.00 Hz),DeciDecade SPL(12.59 Hz),DeciDecade SPL(15.85 Hz),DeciDecade SPL(19.95 Hz),DeciDecade SPL(25.12 Hz),DeciDecade SPL(31.62 Hz),DeciDecade SPL(39.81 Hz),DeciDecade SPL(50.12 Hz),DeciDecade SPL(63.10 Hz),DeciDecade SPL(79.43 Hz),DeciDecade SPL(100.00 Hz),DeciDecade SPL(125.89 Hz),DeciDecade SPL(158.49 Hz),DeciDecade SPL(199.53 Hz),DeciDecade SPL(251.19 Hz),DeciDecade SPL(316.23 Hz),DeciDecade SPL(398.11 Hz),DeciDecade SPL(501.19 Hz),DeciDecade SPL(630.96 Hz),DeciDecade SPL(794.33 Hz),DeciDecade SPL(1000.00 Hz),DeciDecade SPL(1258.93 Hz),DeciDecade SPL(1584.89 Hz),DeciDecade SPL(1995.26 Hz),DeciDecade SPL(2511.88 Hz),DeciDecade SPL(3162.28 Hz),DeciDecade SPL(3981.07 Hz),DeciDecade SEL(1.00 Hz),DeciDecade SEL(1.26 Hz),DeciDecade SEL(1.58 Hz),DeciDecade SEL(2.00 Hz),DeciDecade SEL(2.50 Hz),DeciDecade SEL(3.16 Hz),DeciDecade SEL(3.98 Hz),DeciDecade SEL(5.00 Hz),DeciDecade SEL(6.31 Hz),DeciDecade SEL(7.94 Hz),DeciDecade SEL(10.00 Hz),DeciDecade SEL(12.59 Hz),DeciDecade SEL(15.85 Hz),DeciDecade SEL(19.95 Hz),DeciDecade SEL(25.12 Hz),DeciDecade SEL(31.62 Hz),DeciDecade SEL(39.81 Hz),DeciDecade SEL(50.12 Hz),DeciDecade SEL(63.10 Hz),DeciDecade SEL(79.43 Hz),DeciDecade SEL(100.00 Hz),DeciDecade SEL(125.89 Hz),DeciDecade SEL(158.49 Hz),DeciDecade SEL(199.53 Hz),DeciDecade SEL(251.19 Hz),DeciDecade SEL(316.23 Hz),DeciDecade SEL(398.11 Hz),DeciDecade SEL(501.19 Hz),DeciDecade SEL(630.96 Hz),DeciDecade SEL(794.33 Hz),DeciDecade SEL(1000.00 Hz),DeciDecade SEL(1258.93 Hz),DeciDecade SEL(1584.89 Hz),DeciDecade SEL(1995.26 Hz),DeciDecade SEL(2511.88 Hz),DeciDecade SEL(3162.28 Hz),DeciDecade SEL(3981.07 Hz),Bearing,Elevation,direction1Accel,direction2Accel,direction3Accel,rmsParticleAcceleration
2016-Jan-09 04:25:59.059,539.1397843360901,4.5646867752075195,Annotation,BW,A,Exemplar 4462,null,0.19303465981232784,4.419432646842439,0.19303465981232784,4.419432646842439,2.332425444132098,29.41,74.38,39.37,65.20,39.37,65.20,56.55,125.301285,125.17818,104.858604,137.99991,131.89545,131.43788,111.452774,132.6641,131.23589,132.6641,3.5134375,64.64,65.00244140625,65.97900390625,64.27001953125,63.90380859375,99.46,98.18,103.05,102.83,104.03,111.35,123.90,88.17,100.66,107.88,93.95,109.86,92.74,108.37,102.67,86.39,95.22,100.30,102.03,90.50,88.84,89.46,88.91,90.37,91.62,92.57,92.92,92.70,92.09,92.44,92.72,91.69,90.79,90.43,91.04,90.46,86.91,106.05,104.77,109.65,109.42,110.62,117.95,130.49,94.77,107.26,114.48,100.54,116.45,99.33,114.96,109.27,92.98,101.81,106.90,108.62,97.10,95.43,96.05,95.51,96.96,98.21,99.16,99.51,99.29,98.68,99.04,99.32,98.28,97.39,97.02,97.63,97.05,93.51
