AbsoluteStartTime,RelativeStartTime,Duration,Type,Species,CallType,UserComment,AnalysisMethod,StartTime90,StopTime90,StartTime90_1,StopTime90_1,CentroidTime,Fmin,Fmax,Fmin90,Fmax90,Fmin90_1,Fmax90_1,CentroidFreq,RMSSPL,RMSSPLT90,RMSSPLT90BandLimited,PkPkSPL,SEL,SELT90,SELT90BandLimited,PeakSPL,Peak_SPL,Peak_SPL_1,PeakSPLTime,PeakSPLFreq,x3dBDownFreq_upwards_,x10dBDownFreq_upwards_,x3dBDownFreq_downwards_,x10dBDownFreq_downwards_,DeciDecadeSPL_1_00Hz_,DeciDecadeSPL_1_26Hz_,DeciDecadeSPL_1_58Hz_,DeciDecadeSPL_2_00Hz_,DeciDecadeSPL_2_50Hz_,DeciDecadeSPL_3_16Hz_,DeciDecadeSPL_3_98Hz_,DeciDecadeSPL_5_00Hz_,DeciDecadeSPL_6_31Hz_,DeciDecadeSPL_7_94Hz_,DeciDecadeSPL_10_00Hz_,DeciDecadeSPL_12_59Hz_,DeciDecadeSPL_15_85Hz_,DeciDecadeSPL_19_95Hz_,DeciDecadeSPL_25_12Hz_,DeciDecadeSPL_31_62Hz_,DeciDecadeSPL_39_81Hz_,DeciDecadeSPL_50_12Hz_,DeciDecadeSPL_63_10Hz_,DeciDecadeSPL_79_43Hz_,DeciDecadeSPL_100_00Hz_,DeciDecadeSPL_125_89Hz_,DeciDecadeSPL_158_49Hz_,DeciDecadeSPL_199_53Hz_,DeciDecadeSPL_251_19Hz_,DeciDecadeSPL_316_23Hz_,DeciDecadeSPL_398_11Hz_,DeciDecadeSPL_501_19Hz_,DeciDecadeSPL_630_96Hz_,DeciDecadeSPL_794_33Hz_,DeciDecadeSPL_1000_00Hz_,DeciDecadeSPL_1258_93Hz_,DeciDecadeSPL_1584_89Hz_,DeciDecadeSPL_1995_26Hz_,DeciDecadeSPL_2511_88Hz_,DeciDecadeSPL_3162_28Hz_,DeciDecadeSPL_3981_07Hz_,DeciDecadeSPL_5011_87Hz_,DeciDecadeSPL_6309_57Hz_,DeciDecadeSPL_7943_28Hz_,DeciDecadeSEL_1_00Hz_,DeciDecadeSEL_1_26Hz_,DeciDecadeSEL_1_58Hz_,DeciDecadeSEL_2_00Hz_,DeciDecadeSEL_2_50Hz_,DeciDecadeSEL_3_16Hz_,DeciDecadeSEL_3_98Hz_,DeciDecadeSEL_5_00Hz_,DeciDecadeSEL_6_31Hz_,DeciDecadeSEL_7_94Hz_,DeciDecadeSEL_10_00Hz_,DeciDecadeSEL_12_59Hz_,DeciDecadeSEL_15_85Hz_,DeciDecadeSEL_19_95Hz_,DeciDecadeSEL_25_12Hz_,DeciDecadeSEL_31_62Hz_,DeciDecadeSEL_39_81Hz_,DeciDecadeSEL_50_12Hz_,DeciDecadeSEL_63_10Hz_,DeciDecadeSEL_79_43Hz_,DeciDecadeSEL_100_00Hz_,DeciDecadeSEL_125_89Hz_,DeciDecadeSEL_158_49Hz_,DeciDecadeSEL_199_53Hz_,DeciDecadeSEL_251_19Hz_,DeciDecadeSEL_316_23Hz_,DeciDecadeSEL_398_11Hz_,DeciDecadeSEL_501_19Hz_,DeciDecadeSEL_630_96Hz_,DeciDecadeSEL_794_33Hz_,DeciDecadeSEL_1000_00Hz_,DeciDecadeSEL_1258_93Hz_,DeciDecadeSEL_1584_89Hz_,DeciDecadeSEL_1995_26Hz_,DeciDecadeSEL_2511_88Hz_,DeciDecadeSEL_3162_28Hz_,DeciDecadeSEL_3981_07Hz_,DeciDecadeSEL_5011_87Hz_,DeciDecadeSEL_6309_57Hz_,DeciDecadeSEL_7943_28Hz_,Bearing,Elevation,direction1Accel,direction2Accel,direction3Accel,rmsParticleAcceleration,SNR
2021-Jan-26 13:06:21.021,319.732410907745,9.71521544456482,Annotation,BW,A,Exemplar 4297,null,0.784648994404929,9.07663072720096,0.784648994404929,9.07663072720096,4.70909396249252,25.79,70.76,42.24,61.58,42.24,61.58,55.18,114.86237,115.09276,113.05369,132.6855,124.736916,124.27934,122.92823,126.99137,126.99137,126.32568,1.87809375,53.5,54.168701171875,54.656982421875,52.886962890625,50.750732421875,80.23,76.79,77.68,93.81,96.52,83.98,79.67,85.27,71.26,76.44,72.26,77.67,89.64,105.23,87.01,89.06,102.61,109.7,109.53,93.24,94.04,94.67,95.25,96.82,97.05,97.6,96.61,97.02,96.45,95.8,95.79,95.65,95.41,94.78,94.79,94.28,94.38,93.75,93.44,89.24,90.1,86.67,87.56,103.68,106.4,93.85,89.54,95.14,81.14,86.31,82.15,87.54,99.51,115.11,96.89,98.93,112.48,119.56,119.4,103.12,103.91,104.54,105.12,106.69,106.92,107.48,106.48,106.9,106.31,105.67,105.66,105.53,105.28,104.65,104.66,104.16,104.26,103.63,103.31,99.12,,,,,,,12.9741203090972
