Created by BABINA on Tue Sep 19 09:02:27 ADT 2023
Source File C:\Users\BabinA\Desktop\BW Aud files for characterization\ROB_2020_08\AMAR197.1.20210126T130102Z.wav null
Absolute Start Time,Relative Start Time,Duration,Type,Species,Call Type,User Comment,Analysis Method,Start Time90,Stop Time90,Start Time90,Stop Time90,Centroid Time,Fmin,Fmax,Fmin90,Fmax90,Fmin90,Fmax90,Centroid Freq,RMS SPL,RMS SPL T90,RMS SPL T90 BandLimited,PkPk SPL,SEL,SEL T90,SEL T90 BandLimited,Peak SPL,Peak +SPL,Peak -SPL,Peak SPL Time,Peak SPL Freq,3dB Down Freq (upwards),10dB Down Freq (upwards),3dB Down Freq (downwards),10dB Down Freq (downwards),DeciDecade SPL(1.00 Hz),DeciDecade SPL(1.26 Hz),DeciDecade SPL(1.58 Hz),DeciDecade SPL(2.00 Hz),DeciDecade SPL(2.50 Hz),DeciDecade SPL(3.16 Hz),DeciDecade SPL(3.98 Hz),DeciDecade SPL(5.00 Hz),DeciDecade SPL(6.31 Hz),DeciDecade SPL(7.94 Hz),DeciDecade SPL(10.00 Hz),DeciDecade SPL(12.59 Hz),DeciDecade SPL(15.85 Hz),DeciDecade SPL(19.95 Hz),DeciDecade SPL(25.12 Hz),DeciDecade SPL(31.62 Hz),DeciDecade SPL(39.81 Hz),DeciDecade SPL(50.12 Hz),DeciDecade SPL(63.10 Hz),DeciDecade SPL(79.43 Hz),DeciDecade SPL(100.00 Hz),DeciDecade SPL(125.89 Hz),DeciDecade SPL(158.49 Hz),DeciDecade SPL(199.53 Hz),DeciDecade SPL(251.19 Hz),DeciDecade SPL(316.23 Hz),DeciDecade SPL(398.11 Hz),DeciDecade SPL(501.19 Hz),DeciDecade SPL(630.96 Hz),DeciDecade SPL(794.33 Hz),DeciDecade SPL(1000.00 Hz),DeciDecade SPL(1258.93 Hz),DeciDecade SPL(1584.89 Hz),DeciDecade SPL(1995.26 Hz),DeciDecade SPL(2511.88 Hz),DeciDecade SPL(3162.28 Hz),DeciDecade SPL(3981.07 Hz),DeciDecade SPL(5011.87 Hz),DeciDecade SPL(6309.57 Hz),DeciDecade SPL(7943.28 Hz),DeciDecade SEL(1.00 Hz),DeciDecade SEL(1.26 Hz),DeciDecade SEL(1.58 Hz),DeciDecade SEL(2.00 Hz),DeciDecade SEL(2.50 Hz),DeciDecade SEL(3.16 Hz),DeciDecade SEL(3.98 Hz),DeciDecade SEL(5.00 Hz),DeciDecade SEL(6.31 Hz),DeciDecade SEL(7.94 Hz),DeciDecade SEL(10.00 Hz),DeciDecade SEL(12.59 Hz),DeciDecade SEL(15.85 Hz),DeciDecade SEL(19.95 Hz),DeciDecade SEL(25.12 Hz),DeciDecade SEL(31.62 Hz),DeciDecade SEL(39.81 Hz),DeciDecade SEL(50.12 Hz),DeciDecade SEL(63.10 Hz),DeciDecade SEL(79.43 Hz),DeciDecade SEL(100.00 Hz),DeciDecade SEL(125.89 Hz),DeciDecade SEL(158.49 Hz),DeciDecade SEL(199.53 Hz),DeciDecade SEL(251.19 Hz),DeciDecade SEL(316.23 Hz),DeciDecade SEL(398.11 Hz),DeciDecade SEL(501.19 Hz),DeciDecade SEL(630.96 Hz),DeciDecade SEL(794.33 Hz),DeciDecade SEL(1000.00 Hz),DeciDecade SEL(1258.93 Hz),DeciDecade SEL(1584.89 Hz),DeciDecade SEL(1995.26 Hz),DeciDecade SEL(2511.88 Hz),DeciDecade SEL(3162.28 Hz),DeciDecade SEL(3981.07 Hz),DeciDecade SEL(5011.87 Hz),DeciDecade SEL(6309.57 Hz),DeciDecade SEL(7943.28 Hz),Bearing,Elevation,direction1Accel,direction2Accel,direction3Accel,rmsParticleAcceleration
2021-Jan-26 13:06:21.021,319.73241090774536,9.71521544456482,Annotation,BW,A,Exemplar 4297,null,0.7846489944049289,9.076630727200959,0.7846489944049289,9.076630727200959,4.709093962492515,25.79,70.76,42.24,61.58,42.24,61.58,55.18,114.86237,115.09276,113.05369,132.6855,124.736916,124.27934,122.92823,126.99137,126.99137,126.32568,1.87809375,53.50,54.168701171875,54.656982421875,52.886962890625,50.750732421875,80.23,76.79,77.68,93.81,96.52,83.98,79.67,85.27,71.26,76.44,72.26,77.67,89.64,105.23,87.01,89.06,102.61,109.70,109.53,93.24,94.04,94.67,95.25,96.82,97.05,97.60,96.61,97.02,96.45,95.80,95.79,95.65,95.41,94.78,94.79,94.28,94.38,93.75,93.44,89.24,90.10,86.67,87.56,103.68,106.40,93.85,89.54,95.14,81.14,86.31,82.15,87.54,99.51,115.11,96.89,98.93,112.48,119.56,119.40,103.12,103.91,104.54,105.12,106.69,106.92,107.48,106.48,106.90,106.31,105.67,105.66,105.53,105.28,104.65,104.66,104.16,104.26,103.63,103.31,99.12
